word,celex_total,celex_wrt,celex_spk,ad_profile,mlbf_tk,wordlength
impair,1.23,1.27,0.77,2000,2.135823002,6
umpire,1.4,1.33,2.31,2000,2.077599644,6
copses,1.28,1.39,0,2000,2.546208936,6
expire,1.34,1.39,0.77,2000,2.638038607,6
wipers,1.28,1.39,0,2000,2.709608969,6
majors,1.56,1.51,2.31,2000,2.161712686,6
injure,1.56,1.63,0.77,2000,2.497418134,6
supine,1.51,1.63,0,2000,2.706201208,6
rejoin,1.84,1.99,0,2000,1.980260915,6
angers,1.9,2.05,0,2000,2.5684704,6
repose,2.01,2.17,0,2000,2.836675477,6
cognac,2.23,2.29,1.54,2000,1.813136424,6
sugars,2.18,2.29,0.77,2000,2.481610354,6
vapour,2.57,2.47,3.85,2000,2.504793578,6
aspire,2.79,2.71,3.85,2000,2.451713901,6
signor,3.3,3.55,0,2000,2.565816712,6
wagons,3.35,3.61,0,2000,2.31319952,6
rupees,4.3,4.64,0,2000,2.714840562,6
cigars,4.53,4.88,0,2000,2.546316691,6
vagina,5.59,6.02,0,2000,2.261735256,6
vigour,6.59,6.93,2.31,2000,2.3901527,6
regain,6.65,6.99,2.31,2000,2.685502573,6
orgasm,9.22,9.94,0,2000,2.034726132,6
expose,10,10.6,2.31,2000,2.675775073,6
argues,10.5,10.9,5.38,2000,2.639709214,6
organs,12.18,12.77,4.62,2000,2.278535689,6
impose,13.69,13.25,19.23,2000,2.498068611,6
repair,14.3,15.06,4.62,2000,2.474429868,6
regime,19.22,19.46,16.15,2000,2.585551755,6
copies,19.83,20.54,10.77,2000,2.829465201,6
empire,32.18,33.37,16.92,2000,2.435757173,6
region,35.92,37.53,15.38,2000,2.841216985,6
engine,44.02,44.34,40,2000,2.693006022,6
anyone,185.36,189.46,133.08,2000,2.705782578,6
esprit,0.39,0.36,0.77,2001,1.655931155,6
repast,0.39,0.42,0,2001,2.666094318,6
acquit,0.45,0.48,0,2001,1.611173455,6
signet,0.67,0.72,0,2001,2.782076007,6
impish,0.73,0.78,0,2001,2.230384694,6
sequel,1.4,1.39,1.54,2001,1.934096851,6
cogent,1.28,1.39,0,2001,2.501547021,6
expend,1.45,1.51,0.77,2001,2.835587777,6
repent,1.51,1.57,0.77,2001,2.940428364,6
inject,1.84,1.93,0.77,2001,2.429264284,6
rapist,2.07,1.93,3.85,2001,2.642143718,6
unpack,1.84,1.99,0,2001,2.100063351,6
magnet,2.51,2.17,6.92,2001,2.595470423,6
impart,2.23,2.23,2.31,2001,2.271763014,6
repaid,2.85,2.83,3.08,2001,2.576077479,6
repeal,3.41,3.55,1.54,2001,2.883795313,6
regent,4.13,4.46,0,2001,2.783344526,6
unpaid,4.36,4.64,0.77,2001,2.179094096,6
copied,6.42,6.87,0.77,2001,2.92077155,6
unjust,7.09,7.47,2.31,2001,2.290860529,6
import,12.07,12.35,8.46,2001,2.46586408,6
expand,14.47,14.4,15.38,2001,2.580125453,6
export,15.31,15.12,17.69,2001,2.643570542,6
superb,16.48,16.51,16.15,2001,2.478365264,6
reject,16.59,16.87,13.08,2001,2.455804152,6
regret,18.49,18.31,20.77,2001,2.805590023,6
repeat,25.31,24.82,31.54,2001,2.706922099,6
urgent,23.63,25.06,5.38,2001,2.329570841,6
signed,27.49,28.19,18.46,2001,2.952110739,6
expert,33.07,33.37,29.23,2001,2.692603681,6
signal,36.09,36.27,33.85,2001,2.505120004,6
aspect,40.67,38.8,64.62,2001,2.494650111,6
impact,41.68,42.47,31.54,2001,2.274853867,6
regard,50.95,49.22,73.08,2001,2.632080065,6
august,53.58,54.7,39.23,2001,2.359801036,6
argued,52.35,54.94,19.23,2001,2.731015563,6
expect,113.58,110.36,154.62,2001,2.680974818,6
report,134.8,139.34,76.92,2001,2.804470945,6
expiry,0.45,0.42,0.77,2002,2.492830142,6
waging,0.89,0.96,0,2002,2.850807216,6
raping,1.06,1.02,1.54,2002,2.977920918,6
sugary,1.01,1.08,0,2002,2.3993247,6
zigzag,1.12,1.2,0,2002,0.740019134,6
coping,7.6,7.41,10,2002,2.983125147,6
wiping,7.32,7.71,2.31,2002,2.847054262,6
raging,7.49,8.01,0.77,2002,2.852001624,6
urging,11.01,11.51,4.62,2002,2.636664807,6
injury,22.74,24.1,5.38,2002,2.352209669,6
crying,34.86,36.87,9.23,2002,3.01669731,6
anyway,137.82,124.34,310,2002,2.395490922,6
saying,212.91,186.93,544.62,2002,3.049821221,6
sepals,0.67,0.06,8.46,2010,2.551865353,6
impels,0.34,0.36,0,2010,2.549186067,6
ingots,0.34,0.36,0,2010,2.246786823,6
repels,0.34,0.36,0,2010,2.887792933,6
impala,0.5,0.54,0,2010,1.863370142,6
negate,0.67,0.72,0,2010,2.461303571,6
coyote,0.73,0.78,0,2010,2.364734815,6
cajole,0.84,0.9,0,2010,1.969634491,6
cupola,0.89,0.96,0,2010,1.772737849,6
mopeds,0.89,0.96,0,2010,2.52142092,6
royals,1.01,1.08,0,2010,1.928568767,6
moguls,1.12,1.2,0,2010,2.515949834,6
repute,1.4,1.51,0,2010,2.430193775,6
impede,1.79,1.81,1.54,2010,2.269548838,6
rapids,2.01,2.17,0,2010,2.613348985,6
napalm,2.46,2.65,0,2010,1.951704848,6
inputs,4.58,4.34,7.69,2010,2.142641462,6
capita,6.65,7.17,0,2010,2.28406788,6
angels,11.68,12.41,2.31,2010,2.515603204,6
engulf,1.73,1.87,0,2011,2.641636936,6
sagely,0.95,1.02,0,2012,2.619373657,6
sepoys,0.95,1.02,0,2020,2.373138803,6
enjoys,6.93,7.17,3.85,2020,1.901103687,6
voyage,8.72,8.98,5.38,2020,1.89606276,6
engage,12.63,12.89,9.23,2020,2.418842985,6
captor,0.39,0.36,0.77,2100,2.450417017,6
maples,0.5,0.54,0,2100,2.762971575,6
raglan,0.73,0.78,0,2100,1.966001603,6
septic,0.78,0.84,0,2100,2.378864864,6
mayhem,1.01,1.08,0,2100,2.525874861,6
siphon,1.01,1.08,0,2100,2.259533965,6
cipher,1.45,1.57,0,2100,2.461403564,6
eagles,2.07,2.23,0,2100,2.479090587,6
asylum,2.74,2.95,0,2100,1.47682245,6
orphan,2.79,2.95,0.77,2100,1.340741456,6
napkin,4.69,5,0.77,2100,1.881753288,6
nephew,7.6,8.07,1.54,2100,2.228802635,6
angles,9.11,8.61,15.38,2100,2.600306172,6
anyhow,15.87,14.46,33.85,2100,2.315442051,6
angler,13.97,15.06,0,2100,2.670062934,6
cupful,0.73,0.78,0,2101,1.607822703,6
angled,1.51,1.57,0.77,2101,2.691612521,6
sighed,25.08,27.05,0,2101,3.156636237,6
replay,3.07,3.31,0,2102,2.314718457,6
employ,18.83,18.92,17.69,2102,1.935929061,6
eights,0.67,0.72,0,2110,2.694897013,6
scythe,1.23,1.2,1.54,2110,1.635816599,6
sights,7.6,8.01,2.31,2110,2.783926255,6
nights,36.31,37.05,26.92,2110,2.57638712,6
rights,73.58,73.37,76.15,2110,2.688326649,6
eighth,9.22,9.7,3.08,2111,2.632182883,6
mayfly,0.67,0.72,0,2112,2.157407015,6
eighty,14.08,11.87,42.31,2112,2.659013956,6
mighty,11.23,11.93,2.31,2112,2.693719866,6
noggin,0.39,0.42,0,2200,2.12593532,6
mugger,0.5,0.48,0.77,2200,2.634313875,6
reggae,0.45,0.48,0,2200,2.006504969,6
nipper,0.56,0.6,0,2200,2.59210443,6
sapper,0.89,0.72,3.08,2200,2.872227464,6
magpie,0.73,0.78,0,2200,1.575886418,6
zipper,1.34,1.45,0,2200,2.321503245,6
rugger,1.68,1.69,1.54,2200,2.629912128,6
nigger,2.07,2.17,0.77,2200,2.751542164,6
copper,17.37,18.13,7.69,2200,2.921564453,6
oxygen,22.79,23.98,7.69,2200,2.036625234,6
supper,26.82,28.55,4.62,2200,2.851301842,6
nugget,0.5,0.54,0,2201,2.544014441,6
copped,0.56,0.6,0,2201,2.94311404,6
mugged,0.78,0.72,1.54,2201,2.655863462,6
sapped,0.73,0.78,0,2201,2.893777051,6
maggot,1.06,1.14,0,2201,2.221309583,6
zipped,1.17,1.27,0,2201,2.343052832,6
mapped,1.28,1.39,0,2201,2.969083933,6
wagged,1.28,1.39,0,2201,2.761656771,6
nagged,1.73,1.75,1.54,2201,2.6872621,6
nipped,1.73,1.81,0.77,2201,2.613654017,6
mopped,1.73,1.87,0,2201,2.923772236,6
capped,2.07,2.23,0,2201,2.984447909,6
rapped,2.51,2.71,0,2201,2.937909811,6
cupped,2.68,2.89,0,2201,2.6988357,6
rigged,2.74,2.89,0.77,2201,2.88503128,6
sagged,2.68,2.89,0,2201,2.71871842,6
rugged,3.58,3.86,0,2201,2.651461715,6
ragged,7.93,8.49,0.77,2201,2.762851179,6
ripped,8.44,9.1,0,2201,2.725593547,6
sipped,9.83,10.6,0,2201,2.821193152,6
crypts,0.34,0.36,0,2210,1.638772526,6
wiggle,0.67,0.72,0,2210,2.758977003,6
ripple,2.74,2.95,0,2210,2.762165033,6
supple,3.3,3.55,0,2210,2.909422916,6
nipple,6.2,6.69,0,2210,2.650225504,6
supply,81.68,83.37,60,2212,2.89202235,6
shoves,0.34,0.18,2.31,10000,3.015041511,6
idioms,0.39,0.36,0.77,10000,1.917829883,6
shaver,0.39,0.42,0,10000,3.068143305,6
abacus,0.45,0.48,0,10000,1.793145333,6
churns,0.5,0.54,0,10000,2.505168562,6
cloven,0.5,0.54,0,10000,2.71241211,6
stasis,0.5,0.54,0,10000,2.584979927,6
alumni,0.56,0.6,0,10000,1.330041671,6
shires,0.56,0.6,0,10000,3.006792467,6
shrews,0.56,0.6,0,10000,2.387080461,6
steins,0.56,0.6,0,10000,2.668410155,6
wheeze,0.56,0.6,0,10000,2.039160609,6
chaise,0.61,0.66,0,10000,2.796532065,6
choirs,0.61,0.66,0,10000,2.802637091,6
cleric,0.67,0.66,0.77,10000,2.486857923,6
elvers,0.61,0.66,0,10000,2.077021833,6
chasms,0.67,0.72,0,10000,2.255138673,6
elixir,0.67,0.72,0,10000,1.166689111,6
skeins,0.67,0.72,0,10000,2.239341038,6
sluice,0.67,0.72,0,10000,2.434906974,6
adores,0.78,0.78,0.77,10000,2.415652355,6
cleans,0.78,0.84,0,10000,2.593890368,6
climes,0.78,0.84,0,10000,2.735293151,6
skiers,0.84,0.84,0.77,10000,2.454756515,6
stanza,0.78,0.84,0,10000,2.18552422,6
chases,0.89,0.9,0.77,10000,3.042673374,6
clowns,0.84,0.9,0,10000,2.325908547,6
skewer,0.89,0.96,0,10000,2.170275066,6
steers,1.23,1.2,1.54,10000,2.736313305,6
staves,1.23,1.27,0.77,10000,2.99117138,6
cloves,1.23,1.33,0,10000,2.793880727,6
chives,1.28,1.39,0,10000,2.914169233,6
cleave,1.56,1.63,0.77,10000,2.352988945,6
shaven,1.62,1.63,1.54,10000,2.916917927,6
odours,1.68,1.75,0.77,10000,2.270528411,6
sliver,1.62,1.75,0,10000,2.743238486,6
chimes,1.9,2.05,0,10000,2.946903475,6
odious,2.01,2.11,0.77,10000,1.937436593,6
ulcers,1.96,2.11,0,10000,2.096024611,6
clears,2.23,2.17,3.08,10000,2.699345737,6
uterus,2.12,2.23,0.77,10000,1.846529538,6
stereo,2.57,2.47,3.85,10000,2.173904439,6
shears,2.4,2.59,0,10000,2.828228901,6
straws,2.46,2.59,0.77,10000,2.258899303,6
chrome,2.51,2.65,0.77,10000,2.83305996,6
strove,2.46,2.65,0,10000,2.652496144,6
alcove,2.74,2.95,0,10000,2.189747815,6
shines,2.85,2.95,1.54,10000,3.172151248,6
whores,2.85,2.95,1.54,10000,2.837885616,6
abuses,3.18,3.31,1.54,10000,2.430753805,6
stucco,3.07,3.31,0,10000,1.636990492,6
alarms,3.46,3.61,1.54,10000,2.428645593,6
aliens,3.63,3.92,0,10000,2.708555985,6
closes,4.08,3.92,6.15,10000,2.890771782,6
strive,4.02,4.1,3.08,10000,2.793281723,6
stoves,3.91,4.16,0.77,10000,2.797769605,6
charms,4.25,4.46,1.54,10000,2.440711773,6
olives,4.36,4.7,0,10000,2.435645597,6
shrine,4.36,4.7,0,10000,3.007416831,6
strewn,4.53,4.82,0.77,10000,2.457614877,6
shiver,4.58,4.94,0,10000,3.010548172,6
storms,4.8,5,2.31,10000,2.205425517,6
whence,4.64,5,0,10000,2.632409644,6
chores,5.2,5.12,6.15,10000,3.021401667,6
cheers,5.92,5.66,9.23,10000,2.850294776,6
clover,5.75,6.2,0,10000,2.863637489,6
clause,7.09,6.81,10.77,10000,2.540480967,6
starve,6.65,6.81,4.62,10000,2.500528941,6
stains,6.87,7.35,0.77,10000,2.938873196,6
shores,7.09,7.59,0.77,10000,3.048023844,6
stares,8.21,8.8,0.77,10000,3.085445209,6
slices,8.88,9.58,0,10000,2.707163069,6
sleeve,9.44,9.82,4.62,10000,2.201876321,6
climax,9.94,10.6,1.54,10000,2.1795123,6
chorus,10.06,10.66,2.31,10000,2.496119491,6
slower,10.5,10.78,6.92,10000,2.881231989,6
atomic,14.25,14.22,14.62,10000,2.150727734,6
stance,13.46,14.28,3.08,10000,2.945033102,6
admire,16.37,16.08,20,10000,2.478019921,6
clinic,15.14,16.2,1.54,10000,2.539917765,6
advise,16.26,16.75,10,10000,2.606628679,6
chains,15.87,16.87,3.08,10000,2.919466182,6
shower,17.26,18.31,3.85,10000,3.131469957,6
stores,17.65,18.43,7.69,10000,2.830751939,6
slaves,17.43,18.61,2.31,10000,2.834223949,6
shares,27.49,28.37,16.15,10000,3.092660371,6
cheese,27.77,29.52,5.38,10000,2.795591092,6
clever,31.73,32.71,19.23,10000,2.758465515,6
stress,37.21,33.73,81.54,10000,2.960419837,6
strain,33.8,35.06,17.69,10000,2.830786833,6
claims,34.53,35.12,26.92,10000,2.319655534,6
chairs,33.58,35.18,13.08,10000,2.78343628,6
stones,35.14,36.02,23.85,10000,2.848512094,6
stream,37.71,38.92,22.31,10000,2.757755605,6
eleven,40.84,40.54,44.62,10000,2.472954328,6
stairs,45.87,48.86,7.69,10000,2.802843294,6
closer,50.89,52.35,32.31,10000,2.960528543,6
chosen,59.27,61.08,36.15,10000,3.003841773,6
choose,64.41,63.86,71.54,10000,2.973886223,6
advice,73.24,72.53,82.31,10000,2.705142659,6
choice,102.12,102.11,102.31,10000,2.914246855,6
chance,146.42,149.34,109.23,10000,2.925626089,6
adverb,0.34,0.36,0,10001,2.298263208,6
staved,0.34,0.36,0,10001,3.082477729,6
shooed,0.45,0.48,0,10001,2.886515222,6
shored,0.56,0.6,0,10001,3.139330193,6
advert,1.28,0.72,8.46,10001,2.508159144,6
slouch,0.73,0.78,0,10001,2.706811119,6
slaved,0.78,0.84,0,10001,2.925530298,6
adroit,0.89,0.9,0.77,10001,1.899189362,6
clench,0.84,0.9,0,10001,2.633140886,6
shined,0.89,0.9,0.77,10001,3.263457597,6
clinch,0.89,0.96,0,10001,2.664555912,6
choral,0.95,1.02,0,10001,2.69569731,6
slewed,1.01,1.08,0,10001,2.60353707,6
shamed,1.23,1.33,0,10001,2.995296102,6
whoosh,1.34,1.39,0.77,10001,2.610249746,6
almond,1.34,1.45,0,10001,2.994826284,6
stowed,1.51,1.63,0,10001,2.935747639,6
whined,1.68,1.81,0,10001,3.053319369,6
chimed,1.73,1.87,0,10001,3.038209824,6
elicit,1.73,1.87,0,10001,2.091839765,6
strait,1.79,1.93,0,10001,2.755416919,6
clawed,2.12,2.11,2.31,10001,2.693769485,6
chisel,2.12,2.29,0,10001,2.815736649,6
abound,2.18,2.35,0,10001,2.629096153,6
stewed,2.35,2.53,0,10001,2.62089377,6
afresh,2.96,3.13,0.77,10001,2.508776537,6
claret,3.46,3.49,3.08,10001,2.878846578,6
shrank,3.24,3.49,0,10001,2.381133141,6
abused,3.52,3.61,2.31,10001,2.522060154,6
shrunk,3.58,3.61,3.08,10001,2.368898044,6
shriek,3.74,4.04,0,10001,2.478735547,6
stoned,3.85,4.16,0,10001,2.939818443,6
shovel,4.13,4.22,3.08,10001,2.787391366,6
stench,4.25,4.58,0,10001,2.621420403,6
advent,4.69,4.82,3.08,10001,2.595083423,6
starch,5.14,5.48,0.77,10001,2.84750291,6
streak,5.81,6.08,2.31,10001,2.599910987,6
shrink,5.75,6.14,0.77,10001,2.713756296,6
chewed,5.81,6.27,0,10001,2.734875242,6
shoved,6.2,6.63,0.77,10001,3.10634786,6
shaved,6.26,6.75,0,10001,3.089692892,6
adored,6.93,7.29,2.31,10001,2.506958704,6
sliced,7.15,7.65,0.77,10001,2.798469418,6
chased,7.93,8.43,1.54,10001,3.133979723,6
shrewd,8.32,8.67,3.85,10001,2.217599746,6
strand,8.55,8.86,4.62,10001,2.911242437,6
slowed,9.5,10.12,1.54,10001,2.902781576,6
utmost,10,10.42,4.62,10001,2.207974345,6
closet,9.83,10.6,0,10001,2.812043398,6
client,11.28,11.02,14.62,10001,2.705054417,6
absorb,12.07,12.71,3.85,10001,2.042217331,6
absent,13.97,14.58,6.15,10001,2.56786103,6
aboard,15.92,17.05,1.54,10001,2.008797218,6
stored,16.7,17.23,10,10001,2.922058288,6
strict,20.22,20.72,13.85,10001,3.015453127,6
absurd,25.14,25.54,20,10001,2.411720663,6
abroad,43.46,43.55,42.31,10001,2.175361598,6
shroud,40.84,44.04,0,10001,2.602546262,6
shared,47.43,49.88,16.15,10001,3.18396672,6
struck,56.42,58.25,33.08,10001,2.509172142,6
stared,57.49,61.87,1.54,10001,3.176751558,6
showed,102.96,108.31,34.62,10001,3.153019545,6
afraid,112.4,112.83,106.92,10001,2.403242239,6
closed,108.21,113.31,43.08,10001,2.982078131,6
church,158.88,163.31,102.31,10001,2.705984399,6
street,253.97,265.06,112.31,10001,3.056325843,6
almost,470.73,487.23,260,10001,2.924394096,6
chancy,0.39,0.42,0,10002,2.771972661,6
whinny,0.39,0.42,0,10002,2.335947652,6
sleazy,0.73,0.78,0,10002,1.809352999,6
choosy,0.78,0.84,0,10002,2.727637487,6
whimsy,0.78,0.84,0,10002,2.08633015,6
classy,1.23,1.27,0.77,10002,2.248319244,6
shrimp,1.34,1.45,0,10002,2.141090621,6
idiocy,1.51,1.63,0,10002,1.624291042,6
storey,2.01,1.63,6.92,10002,2.592479599,6
starry,1.68,1.81,0,10002,2.633916732,6
slurry,1.73,1.87,0,10002,2.290224238,6
clammy,2.07,2.23,0,10002,1.864428977,6
steamy,2.23,2.41,0,10002,2.35329473,6
cheery,2.51,2.65,0.77,10002,2.768009122,6
skiing,4.92,4.1,15.38,10002,2.333280906,6
stormy,4.25,4.4,2.31,10002,2.097202351,6
skinny,5.2,5.6,0,10002,2.057323712,6
strung,5.42,5.84,0,10002,2.956111356,6
cherry,5.92,6.27,1.54,10002,2.450627796,6
sherry,8.99,9.52,2.31,10002,2.477249972,6
clumsy,11.68,12.41,2.31,10002,1.818181936,6
string,22.74,23.13,17.69,10002,3.300969608,6
strong,166.98,170.06,127.69,10002,3.134227557,6
stints,0.34,0.3,0.77,10010,2.753089607,6
elects,0.5,0.36,2.31,10010,2.05720786,6
cloche,0.34,0.36,0,10010,2.001136628,6
shucks,0.34,0.36,0,10010,2.390631601,6
chinks,0.39,0.42,0,10010,2.803631827,6
storks,0.39,0.42,0,10010,2.358697087,6
whorls,0.39,0.42,0,10010,2.575501692,6
whirls,0.5,0.54,0,10010,2.534270315,6
chintz,0.56,0.6,0,10010,2.430146033,6
cleats,0.56,0.6,0,10010,2.685898155,6
edicts,0.67,0.66,0.77,10010,1.893968048,6
stinks,0.67,0.72,0,10010,2.569479462,6
akimbo,0.73,0.78,0,10010,0.986980062,6
cheats,0.78,0.78,0.77,10010,2.788159143,6
struts,0.73,0.78,0,10010,2.722516438,6
alerts,0.84,0.9,0,10010,2.721763027,6
cloaks,1.12,1.14,0.77,10010,2.261210735,6
shards,1.17,1.27,0,10010,2.755194789,6
stunts,1.17,1.27,0,10010,2.734346809,6
shanks,1.28,1.39,0,10010,2.799190034,6
clicks,1.9,1.57,6.15,10010,2.464843928,6
shawls,1.51,1.63,0,10010,2.479034548,6
steals,1.51,1.63,0,10010,2.575629938,6
chants,1.62,1.75,0,10010,2.956178003,6
idiots,1.9,1.81,3.08,10010,1.987382546,6
shacks,2.01,2.17,0,10010,2.73525958,6
chicks,3.24,2.53,12.31,10010,2.676454252,6
chords,2.68,2.71,2.31,10010,2.683936085,6
chaste,2.57,2.77,0,10010,2.67748577,6
cliche,3.35,3.43,2.31,10010,2.016120329,6
shoals,3.24,3.49,0,10010,2.614041011,6
shreds,3.3,3.55,0,10010,2.694843886,6
steaks,3.52,3.8,0,10010,2.443960446,6
stools,3.58,3.86,0,10010,2.44211108,6
shocks,3.85,3.98,2.31,10010,2.671021011,6
shrubs,3.74,3.98,0.77,10010,1.94424178,6
clocks,4.02,4.22,1.54,10010,2.449860228,6
chests,4.19,4.52,0,10010,2.550617595,6
strata,4.25,4.58,0,10010,2.47718611,6
charts,4.8,4.76,5.38,10010,2.891508884,6
chunks,4.69,5,0.77,10010,2.574458641,6
climbs,4.69,5,0.77,10010,1.929377722,6
stacks,5.36,5.72,0.77,10010,2.728044417,6
shoots,5.7,6.08,0.77,10010,2.810639533,6
slacks,5.98,6.45,0,10010,2.571096985,6
strife,6.2,6.57,1.54,10010,2.33816117,6
sharks,6.2,6.69,0,10010,2.62060552,6
admits,6.93,7.35,1.54,10010,2.393904007,6
strode,7.09,7.65,0,10010,2.8005468,6
clerks,7.54,7.89,3.08,10010,2.327840434,6
shouts,8.88,9.58,0,10010,3.079466183,6
stride,9.11,9.76,0.77,10010,2.908810381,6
skirts,10.11,10.54,4.62,10010,2.343500988,6
stocks,11.06,11.57,4.62,10010,2.453749106,6
ideals,11.23,11.81,3.85,10010,2.020500739,6
shorts,11.34,12.23,0,10010,2.873494533,6
checks,12.46,13.01,5.38,10010,2.524363482,6
chiefs,13.8,14.82,0.77,10010,2.262286901,6
shirts,15.87,16.75,4.62,10010,2.832263156,6
sticks,18.21,18.61,13.08,10010,2.442301888,6
wheels,20.34,19.64,29.23,10010,2.613911528,6
stroke,19.61,20.72,5.38,10010,2.551671863,6
cheeks,20.89,22.53,0,10010,2.438341858,6
sheets,23.52,24.04,16.92,10010,2.698869668,6
starts,30.22,27.95,59.23,10010,2.910915897,6
clouds,26.76,28.31,6.92,10010,2.652157767,6
stands,42.46,42.89,36.92,10010,2.906689695,6
strike,80.17,78.98,95.38,10010,2.715504324,6
sleuth,0.34,0.36,0,10011,2.155569514,6
shrift,0.39,0.42,0,10011,2.21651226,6
sheikh,0.84,0.9,0,10011,1.971426101,6
afield,1.51,1.51,1.54,10011,2.23721671,6
adrift,2.12,2.11,2.31,10011,1.631031084,6
sheath,2.85,3.07,0,10011,2.752067189,6
stroll,4.92,5.3,0,10011,2.491595868,6
shrill,6.26,6.75,0,10011,2.673803772,6
shield,8.72,9.04,4.62,10011,2.956356843,6
itself,281.12,286.2,216.15,10011,2.740623979,6
should,992.18,968.86,1290,10011,3.224841349,6
shandy,0.84,0.9,0,10012,2.839182225,6
steely,1.4,1.45,0.77,10012,2.854680298,6
cheeky,1.4,1.51,0,10012,2.257681539,6
chunky,1.4,1.51,0,10012,2.393798322,6
shanty,2.23,1.93,6.15,10012,2.946917123,6
shorty,2.35,2.53,0,10012,2.837611476,6
stocky,3.07,3.31,0,10012,2.273088786,6
cloudy,3.24,3.43,0.77,10012,2.577435135,6
sturdy,6.65,7.11,0.77,10012,2.508016506,6
sticky,10.67,11.33,2.31,10012,2.261641568,6
whisky,26.48,28.31,3.08,10012,2.183646965,6
steady,39.5,40.48,26.92,10012,2.478394379,6
slowly,132.01,139.4,37.69,10012,2.724195418,6
chirps,0.34,0.36,0,10020,2.154881186,6
stoops,0.45,0.48,0,10020,2.412214614,6
champs,0.56,0.6,0,10020,2.38832784,6
stooge,0.56,0.6,0,10020,2.173540109,6
clamps,0.73,0.72,0.77,10020,2.279864607,6
clasps,0.73,0.78,0,10020,2.178433981,6
stings,0.73,0.78,0,10020,2.765646874,6
shrugs,0.89,0.96,0,10020,2.747974403,6
whoops,1.06,0.96,2.31,10020,2.419348291,6
chimps,1.12,1.2,0,10020,2.457863739,6
slings,1.23,1.33,0,10020,2.75911173,6
strays,1.45,1.57,0,10020,2.874951839,6
stripe,1.73,1.69,2.31,10020,2.538493484,6
clings,2.18,2.35,0,10020,2.788188914,6
clumps,3.52,3.8,0,10020,2.006199475,6
stumps,3.63,3.8,1.54,10020,2.155574295,6
sleeps,3.8,4.1,0,10020,2.472655214,6
straps,4.08,4.28,1.54,10020,2.600792755,6
strips,6.93,7.35,1.54,10020,2.646120467,6
stamps,8.88,8.67,11.54,10020,2.407734854,6
